,Name,Pref,dm,l,b,dmmax,dmdiff
270,J0749-68,kbj+18,26.0,281.03081650107833,-20.014391043031125,86.47555084534301,-60.47555084534301
271,J1036-8317,ckr+15,27.0,298.9158754153608,-21.494687683714485,86.52694342938084,-59.526943429380836
272,B1701-75,mlt+78,37.0,316.6764358269652,-20.22079871983503,97.4409000214818,-60.440900021481795
273,B1828-60,mlt+78,35.0,334.8268127626063,-21.194882928279664,96.13803101181546,-61.13803101181546
274,J1841-7845,jbo+09,41.0,315.46028735247165,-26.081755553516658,74.01366636753197,-33.01366636753197
275,J1846-7403,jbo+09,97.0,320.67442740277664,-25.65013665904368,76.20422147276489,20.795778527235115
276,B1851-79,mlt+78,39.0,314.3219667324007,-27.06457562349636,70.99203939865116,-31.99203939865116
277,J1902-5105,kcj+12,36.25,345.65009911900887,-22.37862976008123,91.8883585520028,-55.6383585520028
278,J1902-70,rap+12,19.5,325.3268510526947,-26.26400451639227,74.99242966909834,-55.49242966909834
279,J1903-7051,ckr+15,19.66,324.3910408801019,-26.507708689769565,74.13878602860076,-54.478786028600766
280,J1910-5959A,dlm+01,33.6998,336.5252718063934,-25.730356416807037,78.07909549197639,-44.379295491976386
281,J1910-5959B,dpf+02,33.28,336.4939658618276,-25.628063734718417,78.41410129413586,-45.13410129413586
282,J1910-5959C,dpf+02,33.21,336.46356600907524,-25.66167359148074,78.30102713193153,-45.09102713193153
283,J1910-5959D,dpf+02,33.28,336.4927089329033,-25.629034733751734,78.41080493030789,-45.13080493030789
284,J1910-5959E,dpf+02,33.31,336.4936370534161,-25.628331792048254,78.4131924634672,-45.103192463467195
285,J1932-3655,lml+98,59.88,2.071927646567007,-23.54581677694269,87.93829775760784,-28.05829775760784
286,J1933-6211,jbo+07,11.52,334.4309395965871,-28.631524078276893,69.46060963692105,-57.94060963692105
287,J1940-2403,lml+98,63.3,15.848475591501069,-21.007290700745674,97.18848034161725,-33.88848034161725
288,B1937-26,mlt+78,50.036,13.901125846277457,-21.823773156900465,94.77425733057824,-44.738257330578236
289,B1943-29,mlt+78,44.309,11.107970727769773,-24.120776596922425,84.40381457466229,-40.094814574662294
290,J1946-5403,ckr+15,23.7,343.91392949697354,-29.551760221282837,67.98044955958504,-44.28044955958504
291,J1947-18,mbc+19,25.0,21.541423423286677,-20.61720515002311,95.91939322343947,-70.91939322343947
292,J1947-4215,lml+98,35.0,357.1827324113572,-27.711537458319395,73.62467304986345,-38.624673049863446
293,J1947-43,bcm+15,29.9,356.350446334694,-27.855234506457776,73.15539830552504,-43.25539830552504
294,B1946-25,mlt+78,23.07,15.259824567570067,-23.380476471752417,92.7497259628214,-69.67972596282141
295,J1956-28,kkl+15,45.69,13.221684620985373,-25.590648536948173,79.94647491138318,-34.25647491138318
296,B2003-08,mlt+78,32.39,34.100677753533375,-20.30357835749113,97.25065028997771,-64.86065028997771
297,J2010-1323,jbo+07,22.177,29.445614845250383,-23.53970637966637,79.56642696873536,-57.38942696873536
298,J2012-2029,blr+13,37.67,22.4103184731003,-26.70085617041566,72.4821007488324,-34.81210074883239
299,J2013-0649,lbr+13,63.36,36.17052126999524,-21.29050275123262,84.86679080065288,-21.50679080065288
300,J2017-1614,san16,25.438,27.31411796663026,-26.22019496641362,72.06302553605666,-46.625025536056654
301,J2033+0042,bb10,37.84,45.87623403762929,-22.196470741010543,74.94229740909157,-37.10229740909156
302,J2033-1938,blr+13,23.47,25.313508158505087,-31.04907500143175,61.38956695506589,-37.91956695506589
303,J2038-3816,lml+98,33.96,3.8548184267140884,-36.740029890226126,54.873979175294195,-20.913979175294195
304,J2042+0246,san16,9.2694,48.99296187718913,-23.01620643963802,70.53150689143047,-61.26210689143047
305,J2045+0912,clm+05,31.776,55.3623535645921,-20.32891044375647,75.74623648367935,-43.97023648367936
306,B2043-04,mlt+78,35.799,42.67843776198308,-27.38721382465852,62.62633814836833,-26.827338148368334
307,B2045-16,tv68,11.456,30.51431095037221,-33.07656405202649,58.42386209315266,-46.96786209315266
308,J2051-0827,sbl+96,20.7299,39.191790999280215,-30.41096929184738,58.05081824540877,-37.32091824540877
309,J2052+1218,cck+16,42.0,59.11424637374238,-20.0020844480208,74.76899896340224,-32.76899896340224
310,B2048-72,mlt+78,17.3,321.8695423977019,-34.99818140107986,62.591371506068114,-45.29137150606812
311,J2105+07,dsm+16,52.6,57.20231926830542,-25.053761080506675,61.49432332732211,-8.894323327322105
312,J2108-3429,lml+98,30.22,9.697780158735512,-42.163175291101595,48.56426291873535,-18.344262918735353
313,B2113+14,mlt+78,56.2044,64.4640321476603,-23.40938969748095,62.57717649924059,-6.372776499240594
314,B2122+13,dtws85,30.2473,65.79515279779623,-25.092434649673276,58.61672432249073,-28.369424322490733
315,J2124-3358,bjb+97,4.60096,10.925032013494183,-45.437550981328975,45.72081817916308,-41.11985817916308
316,B2123-67,mlt+78,35.0,326.39206987961023,-39.77737394609101,49.175323010559794,-14.175323010559794
317,J2129-0429,hrm+11,16.9,48.911528348297296,-36.938575560216215,46.64970541637686,-29.749705416376862
318,B2127+11A,wkm+89,67.31,65.01239980116027,-27.312354310777565,68.78139526302358,-1.471395263023581
319,B2127+11B,agk+90,67.69,65.01330121576886,-27.313733835859747,68.78182960442828,-1.091829604428284
320,B2127+11C,agk+90,67.13,65.02994863544406,-27.315115503986508,68.71403763805547,-1.5840376380554773
321,B2127+11D,pakw91,67.3,65.01211916343043,-27.312712059660953,68.78042236390729,-1.4804223639072944
322,B2127+11E,pakw91,66.51,65.01401158504775,-27.310868846373996,68.78150924470809,-2.271509244708085
323,B2127+11F,and93,65.52,65.00968393702145,-27.308705857824236,68.78921670190157,-3.26921670190157
324,B2127+11G,and93,66.4,65.01059235764465,-27.31212036240503,68.78306608454585,-2.3830660845458453
325,B2127+11H,and93,67.15,65.01178367557377,-27.312476410338714,68.78141373783852,-1.631413737838514
326,J2129-5721,llb+96,31.8509,338.0054039492322,-43.56958280521758,45.808967542226384,-13.958067542226384
327,J2136-1606,rsm+13,18.48,36.20428937291864,-43.554481634678815,43.37071934450041,-24.890719344500408
328,J2139+00,cnst96,36.0,55.912242649286874,-36.26114882367265,45.82544953970838,-9.82544953970838
329,J2139+2242,snt97,44.15971,75.29298722073179,-21.920305099426606,63.819177049628614,-19.659467049628617
330,J2140-2310A,rsb+04,25.064,27.17907308198311,-46.83666609880333,42.24882187106993,-17.18482187106993
331,J2140-2310B,rsb+04,25.09,27.17916726760233,-46.83503532212142,42.25018366720092,-17.160183667200922
332,J2144-3933,mld+96,3.35,2.793900317328145,-49.46622082279991,41.93723863922274,-38.58723863922274
333,J2144-5237,bcm+15,19.0,343.4209368414306,-47.12988170564456,42.895895134367606,-23.895895134367606
334,J2145-0750,bhl+94,8.99761,47.7767165827497,-42.083628439041476,42.57920846524433,-33.581598465244326
335,J2151+2315,lwf+04,23.6,77.84888283918573,-23.47086516155999,59.84929421708387,-36.24929421708387
336,J2154-2812,kmk+18,32.1,20.727900649268484,-50.984177615862414,40.31003320455324,-8.210033204553241
337,J2155+2813,lwf+04,77.1309,82.13092929344674,-20.369788893719946,67.54720379291516,9.583696207084841
338,B2152-31,mlt+78,14.85,15.845440747827757,-51.57741525369448,40.388660754899966,-25.538660754899965
339,B2151-56,mlt+78,14.0,337.0455312861814,-47.05353863371543,42.682171996603586,-28.682171996603586
340,J2156+2618,cnt96,48.4433,80.97629837882637,-21.96919813591941,63.18777287393845,-14.744472873938449
341,J2204+27,dsm+13,35.0,83.00080032037634,-22.62604728841098,61.50819008061096,-26.50819008061096
342,J2205+1444,cnt96,36.717,73.8856808337306,-31.884708361971434,47.291490183242104,-10.574490183242105
343,B2210+29,dtws85,74.5213,86.13617665806468,-21.73081318563926,81.41986815297065,-6.898568152970654
344,J2214+3000,rrc+11,22.545,86.85536271760212,-21.66516786141562,68.43140723106394,-45.88640723106394
345,J2215+1538,cnt96,29.2404,76.78332569745712,-32.9293001939046,45.94379419989595,-16.703394199895946
346,J2222-0137,blr+13,3.277,62.018459381587476,-46.07528443368844,38.269448526140245,-34.992448526140244
347,J2222+2923,cnt96,49.4128,88.04993906144364,-23.242002714929882,60.09655721580111,-10.683757215801116
348,J2227+30,cnst96,19.0,89.65615579287942,-22.81487418642347,61.150819657544474,-42.150819657544474
349,J2228-65,mbc+19,36.0,323.5292846970558,-45.79060735502327,42.99878338899013,-6.998783388990127
350,J2229+2643,cam95a,22.7271,87.69304730054405,-26.283931536123717,54.22925346994382,-31.50215346994382
351,J2234+0611,dsm+13,10.7645,72.99086941915344,-43.00570127729149,38.87620618653954,-28.111706186539543
352,J2234+0944,rap+12,17.831,76.28034525399096,-40.43833774518706,40.09107146474987,-22.260071464749867
353,J2234+2114,cnt96,35.08,85.13811634806812,-31.43545700349787,47.095657046481804,-12.015657046481806
354,J2235+1506,cnt93,18.09,80.87834408165382,-36.44351597769647,42.588944853601376,-24.498944853601376
355,J2236-5527,bbb+13,20.0,334.1660804109195,-52.71875729635146,38.64504908735106,-18.64504908735106
356,J2241-5236,kjr+11,11.41085,337.45742603959,-54.92670758331569,37.51969029738725,-26.10884029738725
357,J2243+1518,cml05,42.13,82.80897305875709,-37.37694657008591,41.7959971642546,0.3340028357454017
358,J2248-0101,mld+96,29.05,69.25605605703339,-50.620043486459096,35.76302496135089,-6.713024961350886
359,J2253+1516,cnt96,29.2045,85.30502282282038,-38.8089582642069,40.72798194735977,-11.523481947359773
360,J2256-1024,hrm+11,13.8,59.230574652260785,-58.29256080558999,34.02919354766635,-20.229193547666352
361,B2303+30,lan69,49.5845,97.72103294590352,-26.657295597847657,54.09992547794648,-4.515425477946479
362,J2307+2225,cnt96,7.024,93.56959190028778,-34.45804297696193,44.05779856186207,-37.03379856186207
363,J2310-0555,san16,15.5139,69.70236727029103,-57.90718598330108,33.57133579270415,-18.057435792704148
364,J2317+1439,cnt93,21.877,91.36075026090164,-42.3601895917662,45.910966115730254,-24.033966115730255
365,B2315+21,dth78,20.86959,95.83137217576211,-36.07475127798651,47.661437231451934,-26.791847231451936
366,J2322+2057,ntf93,13.36,96.51463153314398,-37.31007299725471,42.53913825984292,-29.179138259842922
367,J2322-2650,sbb+18,6.149,28.636960428779826,-70.22810895764158,32.401536917989695,-26.252536917989694
368,B2321-61,mlt+78,14.0,320.42540602155293,-53.172005521212135,37.791157501113666,-23.791157501113666
369,J2325-0530,kkl+15,14.966,75.57906647839808,-60.19981046126982,32.83876364413603,-17.87276364413603
370,J2329+16,dsm+13,31.0,96.41440178237578,-41.68163012824248,38.863296405129496,-7.863296405129496
371,B2327-20,ll76,8.456,49.394493849210704,-70.18961259574702,32.15275242539273,-23.696752425392727
372,J2340+08,dsm+13,24.0,94.82099385939986,-50.423375166718515,34.967978700935404,-10.967978700935404
373,J2346-0609,mld+96,22.504,83.79761743413604,-64.01441306845079,34.07931491831614,-11.575314918316142
374,J2354-22,mbc+19,8.0,48.081554931318315,-76.40857911420336,31.06967907165232,-23.06967907165232
